so too does the idea that accommodating religious differences is dangerous	L’ idée de concilier les différences religieuses semble donc dangereuse .
when you look at copies like this you wonder how do the luxury high - end brands remain in business	Quand on voit des copies comme celle - là , on se demande , mais comment les marques de luxe arrivent - elles à survivre ?
in france there is an expression that describes something one dreams of but which never materialises we talk about the arlésienne	Il y a en France une expression qui caractérise ce dont on rêve mais que l' on ne voit jamais , on parle de l' Arlésienne .
here the current situation is that only companies which have been prosecuted successfully can be blacklisted and only by the member states	Jusqu' à présent , seules les sociétés condamnées étaient portées sur cette liste noire , et uniquement lorsque les États membres le faisaient .
furthermore this has been preceded by disputes within the world trade organisation which have generated uncertainties and which have led to difficulties in its correct functioning for community producers	De plus , cela découle de contentieux au sein de l' Organisation mondiale du commerce qui ont créé des incertitudes et qui ont rendu son bon fonctionnement pour les producteurs communautaires plus difficile .
it needs to be emphasised that not all member states will have sufficient resources to purchase vaccines	Il faut souligner que certains États membres manqueront des ressources suffisantes pour acheter des vaccins .
firstly we believe it is totally superfluous to introduce a central register and hence central registration of donated blood and donors	Primo , nous estimons qu' il est totalement superflu d' introduire un registre central et donc un enregistrement centralisé du sang donné et des donneurs .
even with the backdrop of the economic and financial crisis today health is our ultimate wealth	Même dans le contexte de la crise économique et financière actuelle , la santé est notre richesse ultime .
it also lays down measures to reinforce market surveillance by the member states and new obligations for manufacturers	Elle définit en outre des mesures visant à renforcer la surveillance du marché par les États membres et de nouvelles obligations pour les fabricants .
against all expectations we became good friends	Contre toute attente , nous devînmes amis .
article 3 of the declaration states everyone has the right to life liberty and security of person	L' article 3 de la déclaration stipule : " " Tout individu a droit à la vie , à la liberté et à la sûreté de sa personne . " "
there is over 500 separate components	Il y a près de 500 composants distincts .
and it was an environmental improvement because for instance in 1903 they outlawed horses and buggies in downtown manhattan because you can imagine what the roads look like when you have a million horses and a million of them urinating and doing other things and the typhoid and other problems created were almost unimaginable	Et c' était un progrès environnemental , car par exemple , en 1903 ils interdirent les chevaux et les carrioles dans le centre - ville de Manhattan , parce que vous pouvez imaginer ce à quoi les routes ressemblent quand vous avez un million de chevaux , dont un million qui urinent , entre autres , et la typhoïde et d' autres problèmes créés étaient presque inimaginables .
opinion in all the member states and in the candidate countries is between 80 % and 90 % opposed to war	Entre 80 et 90 % des opinions publiques de tous les États membres de l' Union européenne et des pays candidats sont opposés à une guerre .
for several years some members of the us senate have maintained a punitive policy towards indonesia by cutting off military assistance and curtailing indonesian military training in the us	Pendant plusieurs années , certains membres du Sénat américain ont maintenu une politique punitive envers l’ Indonésie en retirant leur aide militaire et en restreignant la formation des militaires indonésiens aux États - Unis .
our concern is then that this is not a sound proposal and it is for that reason that we will be voting against it	Nous craignons donc qu’ il ne s’ agisse pas d’ une proposition solide , raison pour laquelle nous voterons contre cette proposition .
you are right mrs ashton that if we want to change the situation in yemen we need both humanitarian and perhaps military action	Vous avez raison , Madame Ashton , lorsque vous dites que si nous voulons changer la situation au Yémen , nous avons besoin à la fois d' une action humanitaire et , peut - être aussi , d' une action militaire .
that bus stops in front of my house	Ce bus s' arrête devant chez moi .
the sanction mechanism in the present stability pact did not appear to be rock - hard or neutral large member states on the basis of their position of power were able to violate the rules and get away with it	Le mécanisme de sanction du pacte de stabilité actuel s’ est avéré n’ être ni solide ni neutre : les grands États membres ont pu , en s’ appuyant sur leur position dominante , bafouer les règles et s’ en tirer à bon compte .
the measures proposed are actually designed to reduce the distortions caused by taxation that currently exist in this sector	En effet , les mesures proposées visent à réduire les distorsions fiscalement induites existant aujourd'hui dans ce secteur .
he is the arbiter at the top and the trouble - shooter in social conflicts below	C' est lui qui arbitre au sommet et qui résout les conflits sociaux à la base de la pyramide sociale .
and no eu leader in his or her right mind could have any interest in that	Et aucun chef de gouvernement sain d’ esprit ne peut trouver un intérêt à une telle issue .
if there are to be new seats of whatever kind we want them to go to the european union which will then appoint its representatives in the security council	S’ il doit y avoir de nouveaux sièges , quels qu’ ils soient , nous voulons qu’ ils aillent à l’ Union européenne , qui désignera ensuite ses représentants au Conseil de sécurité .
unfortunately such injuries happen all too frequently	Ces blessures sont donc , hélas , monnaie courante .
competition in the postal sector	Concurrence dans le secteur postal
in part we have the legacy of freud who was a pessimist who said that pursuit of happiness is a doomed quest is propelled by infantile aspects of the individual that can never be met in reality	En partie , nous avons l' héritage de Freud , qui était un pessimiste , qui a dit que la poursuite du bonheur est une quête vouée à l' échec , qu' elle est mue par les aspects infantiles de l' individu , qui ne peuvent jamais être satisfaits dans la réalité .
your observations on tax avoidance risk will be taken into consideration	Vos observations sur le risque d' évasion fiscale seront prises en considération .
it seems to be a summary of what already exists whilst what we need are significant innovations	Il ressemble à un résumé de ce qui existe déjà alors que nous avons besoin d’ innovations significatives .
is there anything i must do	Y a -t -il quelque chose que je doive faire ?
but you 're young you could still try again	Mais vous êtes jeunes . Vous pouvez encore essayer . "
islam hadhari tries to project the idea that umno ’s materialism and nationalism do not contradict islam	L’ islam Hadhari tente de projeter l’ idée que le matérialisme et le nationalisme de l’ OMNU n’ est pas en contradiction avec l’ islam .
it is absolutely imperative that we impose a total ban on the use of cyanide in mining within the eu in order to avert tragedies affecting people and the environment	Il est absolument impératif d' interdire totalement l' utilisation du cyanure dans l' industrie minière de l' UE afin d' éviter les tragédies qui frapperont les gens et l' environnement .
and i want to convince you the brain does make predictions of the sensory feedback it 's going to get	E je veux vous convaincre que le cerveau fait ces prédictions à propos du feedback sensoriel qu' il va recevoir .
that is one factor	Tel est le premier facteur à prendre en compte .
then there is azerbaijan we must do what we can to secure a generally recognized legal status for the caspian sea otherwise the question of oil there will be a dangerous source of tensions in future	Vis-à-vis de l' Azerbaïdjan , nous devons contribuer à enfin donner à la mer Caspienne un statut juridique reconnu par tous , sans quoi le problème du pétrole risque de causer de graves tensions dans la région .
that you are going to be here to the end	Que vous allez y être jusqu' au bout .
let 's ask that mom to read the letter	" Demandons à cette maman de lire la lettre .
the rest of the eu has followed suit on sanctions against top officials but could do more to liberalize travel for citizens	Le reste de l’ Union Européenne devrait appliquer des sanctions similaires contre les principaux hauts responsables mais peut faire plus pour faciliter les déplacements des citoyens ordinaires .
mr whitehead one of louise 's east midlands meps has had to leave to take part in a vote on another vital health matter and he sends his apologies	M. Whitehead , un député qui vient des Midlands de l’ Est , d’ où est également originaire Louise , a dû partir pour prendre part à un vote sur un autre problème de santé crucial et il s’ en excuse .
the strength of the eu lies in its open borders and free trade	La force de l' UE réside dans ses frontières ouvertes et le libre échange .
good luck to you	Bonne chance !
secondly you want to give your views on the codes of conduct for commissioners and for high level appointments before they are implemented by the new commission	En deuxième lieu , vous voulez exprimer votre point de vue sur les codes de conduite destinés aux commissaires et aux nominations à haut niveau qui doivent être appliqués par la nouvelle Commission .
let us not talk about friendship as proposed by mr méndez de vigo	Ne parlons pas d' amitié , comme l' a proposé M. Méndez de Vigo .
he made use of the opportunity to improve his english	Il a profité de cette opportunité pour améliorer son anglais .
we require strengthened monitoring and a reinforcement of current eradication measures	Nous voulons renforcer le contrôle et les mesures d' éradication actuelles .
calculating machines are everywhere and will be completely everywhere in a small number of years	Les machines à calculer sont partout et seront vraiment partout dans quelques années .
what tony sees in that moment is the project of philosophy the project that begins in wonder -- what kant called admiration and awe at the starry sky above and the moral law within	Ce que Tony voit à ce moment - là , c' est le projet de la philosophie , le projet qui commence par l' émerveillement , ce que Kant appelle " l' admiration et la crainte devant le ciel étoilé au - dessus de moi et la loi morale en moi . "
it should be noted that 1 114 of the 2 554 dismissed workers have not concluded primary school education	Il faut noter que sur ces 2554 licenciements , il y a 1 114 personnes dont le niveau d' études est " enseignement primaire non terminé " .
you are raising a new issue which nobody has been able to debate at a time when according to the rules it is not possible to do so	Vous posez une nouvelle question qui n' a pas pu être débattue et , de plus , vous le faites à un moment qui , du point de vue du règlement , est inadmissible .
rather than a specifically quantified improvement in efficiency the commission could accept the expression substantial improvement and the council also could accept that which would make it possible for all of us to give the proposal final approval	Au lieu de la référence à un taux précis d' amélioration du rendement , la Commission pourrait accepter l' expression « une amélioration importante » , formulation que pourrait aussi accepter le Conseil et qui nous permettrait à tous d' accélérer l' approbation définitive de la proposition .
however those who reap the profits are clearly far from satisfied	Ceux qui en récoltent les profits sont toutefois loin d’ être satisfaits .
but that feeling of puzzlement is structural to contemporary art	Mais cette sensation de perplexité est structurelle à l’ art contemporain .
such a development would increase the legitimacy of the ecb 's decisions	Une telle évolution augmenterait la légitimité des décisions de la BCE .
or this -- this is a really neat teapot i found at high tea at the four seasons hotel in chicago	Ou ceci -- Ceci est une théière géniale que j' ai trouvée à l' hôtel Four Seasons de Chicago .
to date three cost / benefit studies have been carried out describing the systems which exist and the limitations to which they are subject together with the obstacles which exist in numerous member states	Trois études coûts / bénéfices ont été réalisées à ce jour , qui ont décrit les différents systèmes existants et les restrictions auxquelles ils sont soumis , ainsi que les obstacles qui s' élèvent dans de nombreux États membres .
the stakes are just too high to continue the way we are going	Les enjeux sont tout simplement trop importants pour continuer dans cette direction .
let us hope that the eu as such will benefit from the decisions of a body in which only some of its members are participating and that those which are outside the eurozone will benefit too	Espérons que l' Union européenne en tant que telle profitera des décisions d' un organe au sein duquel seuls certains membres participent et que ceux qui ne participent pas à la zone euro en profiteront également .
moreover china plans to improve and expand its capabilities for assault landing and joint logistical support both of which used to be weak points	La Chine se prépare également à améliorer quantitativement et qualitativement sa capacité à mener une attaque terrestre , ainsi que le support logistique correspondant , qui étaient ses points faibles .
mr president mr president of the council mrs neyts - uyttebroeck mr barnier ladies and gentlemen first a word on the defence aspect	Monsieur le Président , Monsieur le Président du Conseil , Madame Neyts - Uyttebroeck , Monsieur le Commissaire Barnier , chers collègues , un mot tout d' abord sur l' aspect défensif .
so member states have precious little incentive to continue the reform process	Ces états membres ont - ils pour cela moins de petites motivations précieuses pour poursuivre le processus de réforme ?
you notice the clay on the soles of her feet	Vous remarquez l' argile sur la semelle de ses chaussures .
we are very dissatisfied with the way in which the european council and preparatory discussions have paid little heed to public debate and public opinion	Nous ne sommes pas satisfaits de la façon dont on a tenu compte , au Conseil européen et dans les conversations préparatoires , de la discussion civique et de l' opinion publique .
we have asserted europe ’s truly global role and responsibility whether it is in new york in montreal last week the gaza strip or in aceh indonesia	Nous avons revendiqué le rôle et la responsabilité véritablement mondiaux de l’ Europe , que ce soit à New York , à Montréal la semaine dernière , à Gaza ou à Aceh , en Indonésie .
mr president there is clear uncertainty in the international financial markets at present	Monsieur le Président , il y a une incertitude claire sur les marchés financiers internationaux pour le moment .
christine lagarde chose to make it her first campaign as managing director of the international monetary fund	Christine Lagarde a choisi d’ en faire sa première campagne de Directrice du Fonds Monétaire International .
i therefore share the view put forward by many others that after what happened in ireland we must be even clearer in our dealings with the applicant countries	C' est pourquoi je partage le point de vue exprimé par de nombreux autres intervenants , à savoir qu' au lendemain du référendum irlandais , nous devons avoir une attitude plus claire que jamais vis-à-vis des pays candidats .
a great many of today 's european countries were created by in effect breaking away from another country issuing a unilateral declaration of independence and ultimately gaining recognition from other countries	Une bonne partie des pays européens actuels sont nés en déclarant leur indépendance par rapport à un autre pays , en promulguant une déclaration d' indépendance unilatérale et en se faisant finalement reconnaître par les autres pays .
i 'll be in tokyo on business next week	Je serai à Tokyo pour affaires la semaine prochaine .
i can already tell you today mr president that a great many members of the group of the greens / european free alliance will support you for the referendum in luxembourg	Permettez - moi de vous dire dès aujourd’hui , Monsieur le Président en exercice , qu’ un grand nombre de députés du groupe des Verts / Alliance libre européenne seront à vos côtés lors du référendum luxembourgeois .
he is often late for school	Il est souvent en retard à l' école .
we need strict enforcement of legislation on combating money laundering and on the freezing of terrorist assets and the ratifying of the convention on mutual assistance in criminal matters concerning the monitoring of bank accounts	Il est nécessaire d’ appliquer strictement la législation relative à la lutte contre le blanchiment d’ argent et au gel des avoirs des terroristes et de ratifier la convention sur l’ assistance mutuelle dans le domaine pénal concernant la surveillance des comptes bancaires .
the second paragraph is paragraph 19	Le deuxième paragraphe est le paragraphe 19 .
nothing can be more important than that	Rien ne peut être plus important que cela .
i was greatly impressed by the speech	Je fus grandement impressionnée par le discours .
i would have preferred that concern should have been expressed on behalf of the innocent parties who have suffered on account of a very harsh decision	J' aurais préféré percevoir un peu plus d' inquiétude pour le sort des innocents frappés par une décision très dure .
moreover for keynes “ t]he game of professional investment is intolerably boring and over - exacting to anyone who is entirely exempt from the gambling instinct whilst he who has it must pay to this propensity the appropriate toll ”	En outre , pour Keynes , “ investir professionnellement est un jeu odieusement ennuyeux et difficile , pour qui n’ a pas la fibre joueuse ; tandis que celui qui en est pourvu aura à payer un tribut en proportion de son penchant . ”
unless this is the case any talk of reconstruction is likewise to no avail	Sinon , tout le bla - bla sur la reconstruction ne servira à rien .
on this matter i am in favour of respecting the field of politics	Dans ce domaine , je recommande de respecter le domaine politique .
for the rest we shall have to devote attention to what europe can do in the field of combating terrorism - which is very topical at this time	Pour ce qui est des autres postes , nous devrons prêter attention à ce que l' Europe peut faire en matière de lutte contre le terrorisme - un sujet aujourd'hui brûlant .
fi madam president it is almost a rule of etiquette to thank the rapporteur for his work	( FI ) Madame la Présidente , il est presque de rigueur de remercier le rapporteur pour son travail .
that is why i have written to both the uk government and authorities and also to the us in order to gather the correct information	C’ est pourquoi j’ ai écrit au gouvernement et aux autorités britanniques , ainsi qu’ aux États - Unis , afin de rassembler l’ information correcte .
mr president commissioner ladies and gentlemen i agree with what mrs mann said on behalf of the socialist group	Monsieur le Président , Monsieur le Commissaire , chers collègues , je suis d' accord avec ce que Mme Mann a dit au nom du groupe socialiste .
no fair and sustainable solution to the problem of climate change or other environmental problems can come out of the irrational system that caused them in the first place	Aucune solution juste et durable au problème du changement climatique ou à d' autres problèmes environnementaux ne peut émerger du système irrationnel qui en est à l' origine .
i called down to the end hey you have n't said much if we needed this or this what would you want	Je l' ai donc appelé : " Hé , vous avez pas dit grand chose , qu' est ce que vous voulez exactement ? " .
this mother diane downs shot her kids at close range drove them to the hospital while they bled all over the car claimed a scraggy - haired stranger did it	Cette mère , Diane Downs , a tiré sur ses enfants à bout portant , les a conduits à l' hôpital alors qu’ ils saignaient abondamment dans la voiture a prétendu qu' un étranger hirsute avait fait ça .
i have listed a number of points	J' ai cité quelques points .
we are daydreaming if we expect harmonisation from the structural policies	Attendre de la politique structurelle qu' elle entraîne une harmonisation relève de l' illusion la plus irréaliste .
thermometers often go below zero	Le thermomètre descend souvent en dessous de zéro .
but interest rates on us treasury securities are very low and are not rising	Mais les taux d’ intérêt des titres du Trésor américain sont bas et n’ augmentent pas .
and all this has been going on under the protection of several governments in a row including the incumbent one	Et ce système perdure sous la protection des différents gouvernements alignés , y compris celui en exercice .
the commission is being called upon to submit specific estimates of the funds needed in april and at the same time to state the extent to which the financial perspective needs to be reviewed	On attend de la Commission qu' elle présente en avril des estimations concrètes des ressources indispensables et qu' elle signale dans le même temps dans quelle mesure une révision des perspectives financières est nécessaire .
as we know emu is a continuation of the internal market	On sait que l' UEM est le prolongement du marché unique .
i approve this report taking into account the amendments proposed by the group of the progressive alliance of socialists and democrats in the european parliament	J' approuve ce rapport , compte tenu des amendements proposés par le groupe de l' Alliance progressiste des socialistes et démocrates au Parlement européen .
wang ’s paper “ a study of organ and receptor transplantation after execution by injection ” earned him the guanghua innovation contribution award	Les travaux de Wang intitulés « Étude sur la transplantation d’ organe après exécution par injection » , lui ont valu une récompense à Guanghua en matière de contribution à l’ innovation .
she 's a pain in the ass	C' est une emmerdeuse .
which russian company was responsible for the 50 000 tonnes of oil on the tanker which had been loaded in st petersburg	Quelle est la société russe responsable des 50 000 tonnes de pétrole qui avaient été chargées sur le bateau à Saint - Pétersbourg ?
it 'll survive her	Elle lui survivra .
and while that 's an absolutely fascinating sound it actually turns out to be a very difficult project	Et bien que ce soit un son absolument fascinant , ce projet s' est avéré être très difficile .
but the sheer volume of china 's tv programming makes maintaining such control difficult	Néanmoins , le volume considérable d' émissions rend le maintien de ce contrôle difficile .
we 've got to be able to make the rapid diagnostics quickly	Nous devons vite pouvoir faire les diagnostiques rapides .
i repeat it is utterly immoral	Je le répète , c' est carrément immoral .
i 'll show you how to do it	Je te montrerai comment le faire .
as we have previously stated we are vehemently opposed to that agreement	Comme nous l’ avons déclaré précédemment , nous sommes fermement opposés à cet accord .
so what i want to do here in the few minutes i have with you is really talk about what is the formula for life and good health	Alors , ce que je voudrais faire ici pendant les quelques minutes que j' ai avec vous , c' est en fait parler de la formule de la vie , et de la bonne santé .
this situation can not continue	Cette situation ne saurait durer .
for all these reasons i am voting in favour of the proposal allowing parliament to follow the council 's position	Pour toutes ces raisons , je vote pour la proposition permettant au Parlement de suivre la position du Conseil .
it knew that the rest of russia ’s colonies – the so - called “ soviet republics ” – would want to follow the ungrateful baltic countries into freedom	Il savait que les reste des colonies russes , les soi - disant « Républiques russes » , exprimeraient leur volonté de suivre vers la liberté les républiques baltes peu reconnaissantes .
even peru 's most important newspaper el comercio recently suggested that toledo resign leaving his first minister and cabinet to run the government	Même le journal le plus important du Pérou , El Comercio , a récemment suggéré que Toledo donne sa démission et laisse son premier ministre et son cabinet diriger le gouvernement .
the 1997 budget procedure envisages a reduction of the payment appropriations for the structural funds just because of the underspend	La procédure budgétaire 1997 prévoit une réduction des octrois de paiement des fonds structurels à cause , toujours , de la sous-exécution .
the plan ’s main point is to establish an ad hoc working group to reach a detailed global agreement by 2009 that will set “ measurable reportable and verifiable ” commitments to reduce greenhouse - gas emissions	Son but principal est de mettre en place un groupe de travail ad hoc pour parvenir d’ ici 2009 à un accord mondial détaillé , qui fixera des engagements “ mesurables et vérifiables ” de réduction des gaz à effet de serre .
the european parliament has played a particularly active part in the drafting of the charter of fundamental rights and has brought decisive influence to bear on the substance of the text	Le Parlement européen a joué un rôle particulier dans la rédaction de la Charte des droits fondamentaux et l' a influencé de manière décisive afin de peser sur le fond du texte .
i am absolutely convinced that we are in a better position today to achieve these objectives than we were some time ago	Je suis absolument convaincu que nous sommes davantage à même aujourd'hui de parvenir à ces résultats que nous l' étions il y a quelque temps .
the proposal foresees a general ban on tobacco advertising in the press	La proposition prévoit une interdiction générale de la publicité sur le tabac dans la presse .
extremely high stocking densities in intensive farming systems may increase the risk of disease spread and hamper disease control	Les fortes concentrations d' animaux dans les systèmes d' élevage intensif peuvent accroître le risque de propagation des maladies et entraver la lutte contre celles - ci .
also the concept of sustainability has still not been defined	En outre , le concept de " durabilité " n' a toujours pas été défini .
while remembering the past though we must above all look to the future	Mais s’ il convient de commémorer le passé , nous devons surtout tous nous tourner vers l’ avenir .
he wears a bow tie everyday	Il porte un nœud papillon au quotidien .
but when i chose a career as an adult it was filmmaking	Mais quand , adulte , j' ai choisi un métier , ça a été la réalisation de films .
mr president i come from a country which is arguably the best energy - endowed in europe namely scotland	Monsieur le Président , je viens d' un pays dont on pourrait dire qu' il est le mieux doté en énergie , l' Ecosse .
in recital 14 we talk about increasing healthy life years and we want to delete the words also called disability - free life expectancy indicator	Dans le considérant 14 , il est question de la progression de l' espérance de vie en bonne santé et nous souhaitons supprimer les mots " ou indicateur d' espérance de vie sans incapacité " .
so what will it be	De quel genre de convention s' agira - t - il alors ?
as a doctor and professor of law he wishes to conduct his own defence which is a fundamental right	Docteur en droit , professeur de droit , il veut se défendre lui - même , c' est un droit fondamental .
we need to know why certain member states have not correctly implemented these directives	Nous voulons savoir pourquoi certains États membres n' ont pas correctement mis en œuvre ces directives .
by treating them as a package we forced the council to move towards us as you know that the council most definitely did not want to adopt two proposals	En agissant de la sorte , nous avons contraint le Conseil à faire un pas dans notre direction , puisque , comme vous le savez , le Conseil était clairement opposé à l' adoption de deux propositions .
it is patently obvious there is no solution other than a political one	C’ est l’ évidence même : il n’ y a pas d’ autre solution que politique .
i have time so i 'll do it	J' ai du temps , donc je le ferai .
and he once -- and he said to me he said young man he said do you believe in the resurrection of jesus christ	Et une fois -- et il m´a dit , il m' a dit , « Jeune homme , » il a dit , « Croyez - vous en la résurrection de Jésus Christ ? »
lashkar - e - taiba let army of the pure a pakistan - based militant outfit supporting insurgency on the indian side of kashmir was a product of these years	Le LET ( Lashkar - e - Taiba , l' Armée des purs ) , un mouvement activiste basé au Pakistan qui soutient l' insurrection dans la partie indienne du Cachemire , est le produit de ces années .
the rural - urban divide wedded the grassroots rural population to upcountry patronage networks and vote - buying while elected politicians reaped their rewards through corruption and graft	Le fossé entre urbains et ruraux a encouragé la population rurale à rechercher des parrainages locaux , réseaux profondément ancrés dans la terre , pratiquant l’ achat de votes , pendant que les politiciens élus s’ enrichissaient grâce à la corruption .
and all these crystals here under the microscope were dead a few minutes ago and they look alive	Et tous ces cristaux sous le microscope , bien qu' ils aient été morts il y a quelques minutes , ont l' air vivant .
and we ca n't have illegal dumping it 's against the law	Il ne peut pas y avoir de délestage non autorisé . C' est illégal . "
the article authorising product placement is based on a falsehood because first this principle is denied and then it is sanctioned in a thousand different ways	L' article autorisant le placement de produits est basé sur un mensonge , parce que ce principe est tout d' abord nié , pour être ensuite admis de mille manières différentes .
today is an historic day for the european union and i am delighted and proud to play a small role by voting yes on all the enlargement reports before us	. ( EN ) Nous vivons un jour historique pour l' Union européenne , et je suis heureuse et fière d' y jouer un petit rôle en votant oui à tous les rapports sur l' élargissement qui nous sont présentés aujourd'hui .
i do not think these problems could be resolved simply through self - coordination given the number of retail banks and the difficulties they encounter in coordinating their activities	Je ne pense pas que ces problèmes puissent être résolus simplement par l' auto - coordination du secteur , eu égard au nombre de banques de détail et aux difficultés qu' elles éprouvent à coordonner leurs activités .
we often seek an excuse in the percentages of women in various organisations	Nous nous cherchons souvent des excuses en présentant les pourcentages de femmes dans diverses organisations .
andalusia is a comparatively disadvantaged region which is faced on a daily basis with disturbances arising from extremely high levels of illegal immigration while it lacks the proper means to tackle alleviate or resolve these problems	Il s' agit d' une région très défavorisée par rapport à d' autres et qui doit supporter quotidiennement des problèmes extrêmement graves d' immigration clandestine sans avoir les moyens de les aborder , de les pallier ou de les résoudre .
it is therefore essential to build a common foreign policy to include a security and energy policy and therefore also a common policy towards russia	Il est donc indispensable d' élaborer une politique étrangère commune , d' y inclure une politique en matière de sécurité et d' énergie et donc également une politique commune envers la Russie .
so thank you so much	Merci beaucoup .
today the commission decided to propose reallocating a further eur 1.4 billion of aid from other foreign policy budget lines to the balkans	Aujourd'hui , la Commission a décidé de proposer de redéployer 1,4 milliard supplémentaire en faveur de la région des Balkans à partir d' autres lignes ressortissant aux actions extérieures .
i told you guys to go home why are you still here	Je vous ai dit que vous deviez rentrer chez vous . Pourquoi êtes - vous encore là ?
they 're now called kickstart	Aujourd'hui elle s' appelle KickStart .
mr president i naturally want to thank mrs lindh the president - in - office of the council and president prodi for their presentation of the agenda they intend to present to the stockholm summit	Monsieur le Président , je remercie naturellement la présidente en exercice du Conseil , Mme Lindh , et le président Prodi pour nous avoir montré les indications qu' ils entendent présenter au Sommet de Stockholm .
for these small companies in particular simplification of procedures is important	C' est précisément pour ces petites entreprises que la simplification des procédures est importante .
yet taken together the eu countries possess a considerable array of assets including the military capability needed to conduct decisive operations	Les pays de l’ Union européenne possèdent toutefois des atouts considérables , notamment la capacité militaire nécessaire pour conduire des opérations décisives .
i do not understand how the commission can possibly go on with this policy	Je ne comprends pas , du reste , comment la Commission peut poursuivre cette politique .
however i now hear from the commission that the question of whether there should be a recommendation or whether a directive is needed is still open	Néanmoins , j’ entends à présent la Commission nous dire que la question de savoir s’ il faut passer par une recommandation ou une directive n’ est pas encore tranchée .
and number two do not build a reformer on the ocean	Deuxièmement , pas d' unité de reformage sur l' océan .
you reap what you sow	On récolte ce que l' on a semé .
i ca n't tell you how happy i am that you 've come to visit us	Je ne peux pas vous dire à quel point je suis heureux que vous soyez venu nous rendre visite .
mr president mr schulz called me a racist	Monsieur le Président , notre collègue Schulz vient de me traiter de raciste .
for them legitimacy simply means that voting and counting votes happens according to undisputed rules	Pour eux , il s’ agit simplement de voter et de dépouiller le scrutin selon des règles incontestées .
aviation fuel is exempt from tax and local and regional authorities often subsidise airports in europe	Le kérosène est exonéré de taxes , et les autorités locales et régionales subventionnent souvent les aéroports en Europe .
you look just like your mother	Vous ressemblez exactement à votre mère .
paragraph 1 says considers that the eu needs to move towards a coherent and consistent policy of upholding and promoting human rights around the world and to do so more effectively	Il est écrit au paragraphe 1 : " ... estime que l' Union européenne doit progresser vers une politique cohérente et constante de respect et de promotion des droits humains dans le monde entier " et qu' il est nécessaire de " gagner en efficacité " .
the security benefits and strategic advantages for the eu with turkey as a member would be many starting with the relationship between the eu and nato of which turkey has long been a member	Les bénéfices sécuritaires et les avantages stratégiques d’ accepter l’ adhésion de la Turquie seraient nombreux pour l’ UE , à commencer par la relation entre l’ UE et l’ OTAN , dont la Turquie est membre depuis longtemps .
the other side of the euro coin is however the lack of consistency and the lack of accountability and here there are of course some questions for the commission	Le revers de la médaille est cependant que l' euro souffre d' un manque de cohérence et d' une faiblesse dans les responsabilités . À cet égard , il convient bien sûr d' adresser quelques questions à la Commission .
i think it is the view of this parliament that the human rights dialogue should have the status of a central element of partnership in the future	Je pense que le Parlement est d’ avis que le dialogue sur les droits de l’ homme doit à l’ avenir jouer un rôle central dans le partenariat .
in one of them one of the kids once said when we were riding on this ridge overlooking the dead sea -- and he 's talking about this spot here -- i was reminded of the day when i left my village in ethiopia and went away together with my brother	Au cours de l' une d' elles , l' un de ces gamins a dit : " Quand on était sur cette crête surplombant la Mer Morte - il parle de cet endroit ici - ça m' a rappelé le jour où j' ai quitté mon village d' Ethiopie accompagné par mon frère .
that constitutes a system of decarbonisation which is independent of the business cycle and which always rewards the party making the cuts unlike our current system of emissions trading	Il nous faut un système de décarbonisation indépendant du cycle conjoncturel et qui récompense toujours la partie qui fait les réductions , contrairement à notre système actuel d' échange de droits d' émission .
that is what you have done this evening and i just want to make three points briefly which in my view are the most important next steps	C' est ce que vous avez fait ce soir , et je souhaite simplement mentionner brièvement trois points dont je pense qu' ils constituent les principales étapes à venir .
this should be part of international economic governance	Cela devrait faire partie d' une administration économique internationale .
in addition i should like to find out his reaction to the statements by president bush who talks about the axis of evil and the three countries he refers to by this	Je voudrais moi aussi connaître sa réaction lorsqu' il entend le président Bush parler de " l' axe maléfique " et des trois pays ainsi visés .
so how are we supposed to live with this	Alors , comment sommes - nous censés vivre avec cela ?
as part of support for the idea of solidarity in times of need and suffering reflection is needed on how to prevent floods	Si nous voulons encourager l' idée de la solidarité quand le besoin s' en fait sentir et quand les gens souffrent , nous devons réfléchir aux moyens de prévenir les inondations .
paedophiles are organizing networks to exchange information and entice children into their sordid world	Les pédophiles organisent des réseaux pour échanger des informations et entraîner des enfants dans leur monde sordide .
the next item is the presentation by the european ombudsman of his annual report for 1995	L' ordre du jour appelle la présentation , par le médiateur européen , de son rapport annuel pour 1995 .
the audience is too small	La cible est trop petite .
but suppose you try to measure its surface	Mais supposons que vous essayez de mesurer sa superficie .
once again attention has focused on fires in tunnels	Une fois de plus , l’ attention s’ est portée sur les incendies dans les tunnels .
the united kingdom had obtained a derogation of the regulations on maximum hours of work and on night work of adolescents	Le Royaume - Uni avait obtenu une dérogation à l' application du règlement sur la limitation du temps de travail et du travail de nuit des adolescents .
it is a mistake and mr cohn - bendit agreed with me	C' est une erreur et M. Cohn - Bendit était de mon avis .
like i said contagious is a good word	Comme je disais , " contagieux " est un mot positif .
it is an animal which has been on the earth for just about 100 million years	Cet animal est présent sur terre depuis environ 100 millions d' annnées .
for some particularly in southern europe it is seen as a means of shifting the burden of supporting their indigent banks to those with deeper pockets	Pour certains , particulièrement dans l' Europe du sud , elle est considérée comme un moyen de transférer le fardeau que constitue le soutien à leur banques indigentes vers celles dont les poches sont plus pleines .
that broken vase is irreparable	Ce vase brisé est irréparable .
